LWL number	"not in catalogue...(500)"	BM reg number	quoted description	in BM online (520)	264 year(s)	655 years	majority year	description
6958266	True	[]	False	False	[]	['1784', '1837']	1784	Depicts half length from left to right, Lord Kames, Hugo Arnot and Lord Monboddo, each wearing a hat and carrying walking stick.
6958302	False	[]	False	False	[]	['1783', '1783']	1783	Between two large pedestals, the one to the left topped with the head of George II, the one to the right with a sitting figure of George III, the Coalition ministers fall to the ground, their balance upset by a large platform, "New method of executing criminals (...)" pushed by George III with his foot. Charles Fox, who has already landed on the ground, grins announcing his intention of returning to power. Falling behind him, the frightened Lord North clutches the open "Budget" sack from which several documents fall out. Above him, Edmund Burke is about to lose his balance. The indifferent-looking George III busies himself blowing a large bubble, "Royal favour." The pedestals are inscribed, respectively, with the achievements of George II and the failures of George III.
6958699	True	[]	False	False	[]	['1784', '1842']	1784	A portrait of James Robertson, "The daft Highland Laird" walking to the right carrying his staff.
6959480	False	[]	False	False	[]	['1783', '1783', '1783']	1783	Charles Fox, seated on top of a large globe on which is drawn a map resembling India, holds up in his left hand the "Bill to reform India[n] affairs" while acknowledging that personal gain is what he strives for. Below, three men representing the Directors of the East India Company, fall headlong from the bottom of the globe, coins pouring from their pockets.
6961350	False	[]	False	False	[]	['1783', '1783']	1783	Lord North, Charles Fox and Edmund Burke take over the "Committe [sic] Room" of the East India Company. Burke, saying, "I will direct ye," pushes and boots out the door the Directors while Fox, standing in the middle of the room, excretes on the Company's charters. The satisfied-looking North stands next to Fox, his pocket overflowing with notes for large sums of money and stock. Behind them is a long table and the vacated "President's chair." In the corner to the left stand two crates filled with coins and signed "dollars," a bag of rupees and another one containing "a lack" [i.e., lakh, or one hundred thousand]. More coins are spilled on the floor in front of them.
6961486	False	[]	False	False	[]	['1783', '1783']	1783	A fashionably dressed young woman in half-profile to the right looks with dismay at an empty purse she is holding upside down and shaking.
6961523	False	[]	False	False	[]	['1783', '1783']	1783	A fashionably dressed young woman in half-profile to the left looks with with a smile at a wine glass she is holding in the raised right hand. In the left hand she has a bottle of wine.
6962990	False	[]	False	False	[]	['1783', '1783']	1783	An enraged elephant with Lord North's face runs along Leadenhall Street chased by a group of opponents of the India Bill. They are led by the King who prods the elephant's hind leg with a spiked stick. The unseated Fox, falling head downwards, is about to hit the "East India Bill" which lies on the pavement, on which a dog is urinating. On the left, Burke, having dropped the elephant's rope and trumpet, runs away tripping over a large bundle, "Plans of Oeconomy." In the background, Pitt shores up the facade of the India House with a large beam.
6963614	False	[]	False	False	[]	['1783', '1783']	1783	An air balloon inscribed, "America," floats above a group of spectators who include, on the left, a Spaniard and a Frenchman, tied together with a chain and padlock and, on the right, a Dutchman with little devils climbing out of his pocket. Between them stands Franklin. In the background, Charles Fox and Lord North dance merrily to a tune played by the devil who is identified as 'Director general.' Next to them, a number of people vomit under a heavy block inscribed, "Opression taxes," on which stands the gallows with the corpses of 'trade,' 'wealth,' and 'liberty' hanging from it. In the balloon's basket are Washington, with two faces, stretching his arms towards the ghost of Cromwell, and Silas Deane, shaking at the sight of the ghost of "John the Painter" (James Aitken). Numbered figures are identified by references above the image.
6963681	False	[]	False	False	[]	['1783', '1783']	1783	Charles Fox hangs by the neck from a large balloon with the image of the East India House on it. He has a fox's tail inscribed, "The man of the people." Below on the left stands a female figure of Justice with the face of George III. Under his feet are sheets of paper inscribed, "Coalition" and "East India Bill." In the right hand he holds a scale with half royal crown on one side and "America' on the other. Lifting the cloth that covered his eyes, the King blows the balloon away. Opposite the King, Lord North kneels on the ground, a "Letter of dismission" next to him. He begs George to keep him in office.
6964343	False	[]	False	False	[]	['1784', '1784']	1784	A fox is being hunted by three dogs encouraged in their attack by two men with whips and a crowd of spectators. A burning sheet signed, "India Bill" is tied to the tail of the fox who turns back to snarl at a hound wearing a collar signed, "Pitt," while a bulldog with a collar signed "Thurlo[w]" and a spaniel with a collar signed "Tem[ple]" atack from the front. In the background is the East India House.
6964450	False	[]	False	False	[]	['1784', '1784']	1784	A fox with the face of Charles Fox runs away from a pack of hunting dogs, foremost of which is Pitt, with the key to the Treasury hanging from his collar, with Thurlow, in a Chancellor's wig. They are followed by the dogs representing the Duke of Richmond, Henry Dundas, and Lord Nugent. Behind them, Lord Temple, in a jockey's outfit, rides on an ass with the King's face. Above, a smiling sun with Lord Shelburne's face, casts rays at the hunting party, while the upset-looking Boreas (Lord North) blasts cold air at Pitt's head to impede his progress.
6964489	False	[]	False	False	[]	['1784', '1784']	1784	Charles Fox, with a helmet-like cover on his head, and a little demon standing on top of it, watches the House of Commons rise in the air after an explosion. Below the building float sheets of paper inscribed, "Pitt's India Bill" and "Mutiny Bill".  A "train of false patriotism" leads from the House to Fox's feet. From his pocket hangs a letter from Louis XVI, a list of votes referring to the defeat of Pitt's India Bill and a "Satan Spe[ech]". He holds a flaming torch signed "oratory," in one hand, and the "cloak of deceit" in the other. In the center of the image a group of "conspirators" watches the explosion. Among them are Lord North, Burke dressed as a Jesuit, and Keppel with the flag with the date of the battle of Ushant on it.
6967002	False	[]	False	False	[]	['1784', '1784']	1784	The agitated George III, a trowel in his hand, watches Charles Fox, as a fox, with the "liberty" ribbon draped accross his back, leap over the "vanity pit" (William Pitt) in pursuit of a pack of hounds. In Fox's mouth is the judge's cloak that he pulled off the bewigged and snarling hound (Lord Thurlow). A column inscribed, "to Eastern tyranny," topples down upsetting the male figure of Injustice who holds a sword and a pair of scales. The fox urinates on one of the lanterns that symbolize conspiracy. Behind it, Boreas (Lord North) succeeds in blowing down the "Temple of secret influence" (Lord Temple).
